Txt,index,idx
"쥐는 영리하면서도 예지가 강하고 의심이 많으며 용기가 부족한 것이 특징으로써 일반적으로 쥐에 관한 꿈은 자신의 답답한 심정을 나타내며 무언가 인생을 바꾸기 위한 모험을 필요로하는 암시이기도 하며 주택, 재산, 협조자, 부하, 자식을 상징합니다.
집에 쥐가 들 끓거나 쥐에 관한 꿈을 자주 꾸게 되는 것은 이사를 하게 되거나 가옥 수리 및 하수도를 손질하게 된다는 암시이며 창고에 쌓아 둔 곡식을 쥐떼들이 먹어치운 꿈은 하고 있는 일이 크게 번창하게 될 암시가 있는 꿈이지만 사람이 먹는 음식을 먹어 치운 꿈은 하는 일이 뜻대로 되지 않고 몇번의 고비를 겪게 될 암시가 있는 꿈입니다.
박쥐가 덤벼 든 꿈은 원인을 알 수 없는 병증세가 나타날 암시가 있는 꿈이며 박쥐에게 물린 꿈은 자기에게 어떤 직분이 주어지게 된다는 암시이며 쥐를 잡으려다 놓쳐 버린 꿈은 계획했던 일이 제대로 풀리지 않게 될 암시이며 쥐를 때려 잡은 꿈은 약삭 빠른 사람을 설득시켜 일을 성사시키게 된다는 암시입니다.
토끼는 순진 무구한 마음, 상냥함, 선량함을 나타내는 평화로운 존재로써 재물, 성직자, 교육자, 벼슬, 진리를 상징하며 꿈속에 보이는 토끼가 흰색이거나 누런색은 길몽으로써 행운의 소식을 뜻하며 얼룩이나 검은색 또는 붉은색 토끼는 불운을 뜻하며 일반적으로 질병을 암시하기도 합니다.
따라서 토끼에 대한 꿈을 꾸면 무슨 색의 토끼였는지 기억해 보시고 간혹 토끼에 대한 꿈은 애인의 출현함을 예고하기도 합니다.
토끼가 새끼를 낳고 있는 꿈은 많은 재물이 생기거나 어떤 좋은 일에 몰두하게 될 암시가 있는 꿈이며 많은 토끼들이 들판에서 놀고 있는 꿈은 맡고 있는 일을 활동적으로 추진해 나가게 된다는 암시이며 산토끼를 쫓다가 토끼가 숨어 버린 꿈은 좋은 일을 접하게 되지만 결과가 좋지 않으며 하고 싶지 않은 일을 억지로 떠 맡게 될 암시가 있는 꿈입니다.
염소와 양은 고집이 있는 동물로서 연구자, 성직자, 진리, 예술, 재물관리를 상징하며 대체적으로 평화를 상징하기도 합니다.
넓은 들판에 한가로이 풀을 뜯고 있는 염소나 양에 대한 꿈은 자기 일에 충실함을 나타내며 자유롭고 낙천적으로 일이 잘 진척되어 간다는 암시이며 좁은 공간이나 오두막안에 갇혀 있는 염소나 양에 대한 꿈은 아직 자유롭게 활동할 시기가 아니니 운세가 회복될 때까지 기다리라는 암시가 있는 꿈입니다.
수척하거나 풍부한 털이 없는 양을 본 꿈은 무언가 불안함을 나타내며 가운의 쇠퇴를 암시하는 꿈이며 양을 한꺼번에 몰아다 집에 매어 놓은 꿈은 집안에 좋은 사람이 들어 오거나 재물을 얻게 된다는 암시가 있는 꿈입니다.
양떼를 몰고 다닌 꿈은 성직자, 교육자 등이 되거나 인재를 양성하는 곳에 종사하게 될 암시가 있는 꿈이며 양의 젖을 짜는 것을 본 꿈은 하고 있는 일이 잘 되어서 큰 돈을 벌게 된다는 좋은 꿈입니다.
","dream_쥐.토끼.염소.양",252
"호랑이는 지나치게 엄격한 성격을 나타내며 결코 타협을 모르는 완고한 마음, 독선적인 마음이 강조되기도 하며 권세, 명예, 사업체, 금전, 신앙, 소송, 관재를 상징합니다.
호랑이를 끌고 다니는 꿈은 사람들을 마음대로 움직이게 하거나 큰 일을 성사시키게 될 암시가 있는 꿈이며 사방에서 호랑이가 자신을 졸졸 쫓아 다닌 꿈은 남에게 큰 도움을 받게 되거나 계획한 일을 어려움 없이 추진하게 될 암시가 있는 꿈입니다.
호랑이나 사자에게 물린 꿈은 하고 있는 일이 순조롭게 잘 풀린다는 암시이며 호랑이나 사장의 등을 타고 달린 꿈은 권력자, 공공단체 등의 도움을 받아 일을 성사 시키게 될 암시가 있는 꿈입니다.
호랑이나 사자가 자기 앞에 버티고 앉아 있는 꿈은 여러 계층의 사람들을 굴복 시키고 목적달성을 이루게 된다는 암시이며 호랑이나 사자에게 쫓기는 꿈은 추진하고자 하는 일이 난관에 봉착해 어려움을 겪게 된다는 암시이며 호랑이나 사자를 때려 죽인 꿈은 자기일을 가로 막던 장애물을 제거하고 일을 성사시키게 될 암시가 있는 꿈입니다.
호랑이나 사자가 자신을 피해서 도망친 꿈은 일반적으로 사업실패, 권력상실등을 암시하니 모든 일에 만전을 기해야 하며 호랑이와 자신이 성교하는 꿈은 작품이나 능력을 인정받게 되거나 사업이 번창함을 나타내기도 하며 애정관계의 문제점을 암시하는 꿈입니다.
방안 장농위에서 호랑이 새끼가 놀고 있는 꿈은 건강상에 문제가 있음을 나타내기도 하며 우환, 붕괴, 실수 등을 나타내기도 하니 매사 신중하게 행동해야 하며 궁궐같이 큰 집으로 호랑이를 탄채 들어간 꿈은 권력과 명예를 얻게 되거나 재물이 넘쳐 나게 될 좋은 꿈이며 조그만 동물이 점차 커져서 큰 호랑이가 된 꿈은 지금은 비록 작게 시작하나 장차 크게 번창하게 큰 성공을 이루게 된다는 좋은 꿈입니다.
집에서 기르는 동물이나 사람을 표범이 물어간 꿈은 제 삼자에 의해서 걱정거리를 해소하게 되기도 하지만 재물의 손실을 입게 될 암시가 있는 꿈이며 집안으로 호랑이가 들어 온 꿈은 조만간 권력을 잡거나 명예를 얻게 될 암시이며 이것이 태몽이라면 만인의 이목을 받게 될 자손이 태어나게 된다는 길몽입니다.
","dream_호랑이.표범.사자",253
"원숭이는 경박함, 장난, 교활함 등 대체적으로 좋지 않은 암시를 나타내며 재주, 기관, 학원, 예능, 종교, 학업 등을 상징합니다.
일반적으로 원숭이에게 쫓기거나 시달리는 꿈은 인간관계의 불성실을 예고하므로 타인을 거북하게 만들거나 타인의 미움을 받아 고립되는 일이 없기 바랍니다.
원숭이가 높은 곳으로 기어 오르는 꿈은 하고 있는 일이 원만하게 진행되고 귀인을 만나게 될 암시이며 원숭이가 나무 위에서 자신을 내려다 보는 꿈은 헤어진 사람이 자기 주위를 맴돌고 있다는 암시이며 원숭이들이 자기에게과일을 던지며 놀리는 꿈은 섣부른 재주를 부리다가 큰 망신을 당하게 될 우려가 있으니 달콤한 유혹에 빠지지 말고 매사에 조심해야 하며 원숭이끼리 서로 싸우고 있는 꿈은 문화 생활을 즐기게 되거나 자기 일에 간섭하는 사람을 책망하게 될 암시가 있는 꿈입니다.
원숭이가 소리를 지르며 자기에게 달려든 꿈은 동업자 또는 동료와 무언가 마찰을 빚게되어 사업상 균열이 생기게 되거나 환자는 수술결과가 좋지 않아 실망하게 될 암시이며 원숭이와 악수를 한 꿈은 어려운 일에 실마리를 잡게 되거나 미혼자는 좋은 배우자를 만나게 될 암시가 있는 꿈입니다.
고양이에 관한 꿈은 음습한 인간관계를 나타내므로 주위 사람들 중에 자신에게 감정적인 분노를 품은 사람이 있다는 암시이니 중상모략에 주의하시고 자신의 언동이나 행동에 주의해야 별 탈이 없게 됩니다.
고양이가 쥐를 잡는 꿈은 그 동안 애태우던 일이 시원하게 해결되고 수사관인 경우는 범인을 잡거나 사건 처리를 무사히 끝내게 된다는 암시이며 고양이가 집을 뛰쳐 나가는 꿈은 데리고 있는 사람을 해고시키게 되거나 어떤 귀한 물건을 분실하게 될 암시가 있는 꿈입니다.
고양이를 잡아 죽이는 꿈은 모든 일이 순조롭게 해결된다는 암시이며 고양이와 개가 함께 있는 꿈은 성격이 안 맞는 사람과 가까이 지내야 할 일이 생기게 될 암시이며 닭장 속의 닭을 노리는 고양이를 본 꿈은 자신에게 손해를 끼칠 사람이 나타나 거나 재산을 보호해 줄 고용인을 채용하게 될 암시가 있는 꿈입니다.
고양이를 귀여워 해 주는 꿈은 연인이나 사람을 품에 안을 일이 생기게 되거나 힘든 일을 떠 맡게 될 암시가 있는 꿈이며 고양이와 개가 서로 할퀴고 싸우는 꿈은 세력다툼을 하게 되거나 다른 사람을 공박하는 일에 종사하게 될 암시이며 파랗게 반짝거리는 고양이의 눈을 본 꿈은 창작품, 학설 등이 뚜렷한 이미지를 나타내어 주위 사람들에게 감동을 주게 될 암시가 있는 꿈입니다.
","dream_원숭이.고양이",254
"닭에 관한 꿈은 명예와 관련된 것이 많고 더 공부하고 더 넓은 세계로 나가라는 메시지로 받아 들여 지식과 견문을 높이는 일에 주력하면 운세가 상승을 하게 됩니다.
또한 닭은 인연, 결혼, 합격, 약속, 인재, 벼슬을 상징하기도 합니다.
암닭이 알을 낳은 꿈은 개업, 시험, 문서 등 경사스런 일을 맞이하게 될 암시가 있는 꿈이며 지붕위에서 닭이 우는 꿈은 집안에 화근이 생기거나 다른 사람에게 억압을 당하게 된다는 암시가 있는 불길한 꿈입니다.
장닭이 물려고 덤비는 꿈은 괴한에게 시달림을 받게 되거나 질병에 걸리게 될 암시가 있는 꿈이며 닭이 나무위에 올라있는 꿈은 주어진 일이 순조롭게 풀리고 명예가 오르게 된다는 좋은 꿈입니다.
공작새가 날개를 활짝 편것을 본 꿈은 하고 있는 일이 세인의 관심을 끌게 된다는 암시이며 제비가 처마 밑에 집을 짓는 꿈은 어떤 일을 계획하게 되거나 정확하게 추진시켜 나가게 된다는 암시가 있는 꿈입니다.
나무 위에 까치가 우는 꿈은 반가운 소식을 듣게 되거나 먼곳에서 손님을 찾아 오게 될 암시이며 머리 위에서 까마귀가 우는 꿈은 좋지 못한 소식을 듣게 되거나 뜻하지 않은 사건에 휘말리게 될 암시가 있는 꿈입니다.
새장의 새가 도망친 꿈은 가까이에 있는 사람이 먼 길을 떠나거나 귀한 물건을 분실하게 될 암시가 있는 꿈이며 독수리가 자신을 해치려고 달려드는 꿈은 나쁜 사람에게 시달림을 받게 되거나 질병에 걸리게 될 암시가 있는 꿈입니다.
독수리를 타고 공중을 날으는 꿈은 하고 있는 일이 순조롭게 풀리지 않고 어려운 고비를 맞게 된다는 암시이며 학을 타고 공중을 날으는 꿈은 지식있는 사람을 접하게 된다는 암시가 있는 꿈입니다.
새들이 나무에 집을 짓는 꿈은 여러 사람이 찾아와 어려운 일을 도와주게 된다는 암시이며 새에게 모이를 주는 꿈은 착한 사람들을 만나게 되거나 자기가 하고 있는 일이 남에게 심한 간섭을 받게 된다는 암시가 있는 꿈입니다.
앵무새가 말을하는 꿈은 다른 사람과 시비를 하게 되거나 구설수에 오르게 될 암시가 있는 꿈이며 학이 날아와 앉는 꿈은 지식있는 사람과 접하게 되거나 병원에 갈 일이 생기게 된다는 암시가 있는 꿈입니다.
참새떼가 한꺼번에 날으는 꿈은 자기가 주도권을 잡고 있는 일에 사람들이 잘 따르지 않아 낭패를 보게 된다는 암시이며 비둘기를 본 꿈은 부인에게 경사가 생기고 잔치를 하게 된다는 꿈입니다.
","dream_닭.새",255
"징그러운 벌레에 관한 꿈은 현실도피의 심리를 나타내는 꿈으로써 사회나 인간 \관계에서 벗어나고 싶고 자기의 결점을 인정하고 싶지 않은 잠재적 심리가 벌레를 통하여 반영되고 있는 것이니 좀더 주위 사람들과의 교류에 힘을 기울여야 합니다.
음식 속에 구더기가 나타난 꿈은 특정한 음식 또는 음식 전반에 대한 경고로 받아 들여 다이어트를 주의하고 비만성이 있는 사람은 음식조절을 하라는 의미이며 영양의 균형을 잃은 사람에게는 편식을 훈계하는 뜻으로 받아 들여야 합니다.
음식에 파리가 꾀어 있는 꿈은 건강상태 악화의 신호로써 배탈이나 설사에 주의하고 건강관리에 신경을 써야 별탈이 없음을 암시하는 꿈이며, 벌에게 쏘이는 꿈은 질병에 걸리거나 자기 작품에 대해서 평가 받을 일이 생길 암시이며, 자신에게 벌떼가 덤벼드는 꿈은 다른 사람으로 인해 시달림을 받거나 근심 걱정이 생기게 될 암시이며, 벌통에 꿀이 가득찬 것을 본 꿈은 뜻밖의 재물이 들어오게 되는 좋은 꿈입니다.
여러 마리의 나비가 떼지어 날으는 꿈은 집안에 경사스러운 일이 있게 될 암시이며, 고추 잠자리가 무리져서 날으는 꿈은 귀한 사람을 만나 좋은 일이 생기게 될 암시가 있는 꿈입니다.
벌떼가 떼지어 날아 다니는 꿈은 자기를 다른 사람에게 내세울일이 생기게 될 암시이며, 개미떼가 이동하는 꿈은 뜻하지 않은 재물이 생기거나 많은 물건을 생산하게 된 암시가 있는 꿈입니다.
파리가 몸에 붙어서 떨어지지 않는 꿈은 어떤 장애물로 인하여 크게 시달림을 받게 될 암시이며, 팔다리에 개미떼가 붙어 있는 꿈은 급한일로 남에게 도움을 청할 일이 생기게 될 암시가 있는 꿈입니다.
빈대나 벼룩 때문에 잠을 제대로 못 잔 꿈은 누군가 자기 일을 방해하는 사람이 있어 계획을 변경하게 될 암시이며, 거미 떼가 마구 덤비는 꿈은 어떤 사람에게 시달림을 받거나 화를 면치 못하게 될 암시가 있는 기분 나쁜 꿈입니다.
방구석이나 천정에 거미줄이 엉켜 있는 꿈은 심한 두통에 시달리게 되거나 운세가 막혀 일이 어렵게 될 암시이며, 천정에 붙어 있는 파리떼를 죽이거나 날려 보낸 꿈은 근심 걱정이 말끔히 해소 되고 일이 술술 풀려 나가게 됨을 암시하는 꿈입니다.
반딧불을 본 꿈은 일이 잘 되는 것 같으면서도 제대로 풀리지 않아 애를 먹게 된다는 암시이며, 바퀴벌레를 모두 잡아 자루속에 넣은 꿈은 정보를 수집하게 되거나 어느 단체의 중책을 맡게 될 암시이며, 양쪽 다리에 거머리가 붙어 있는 꿈은 많은 재물이 생기고 인력을 필요로 할 일이 생기게 되는 꿈입니다.
","dream_곤충",256
"물고기는 행운의 상징으로서 일의 성공, 출세 승진 혹은 사랑의 성취를 나타내며 신이 당신에게 기쁜 선물을 준비하고 있는 것일 수도 있습니다.
물고기가 싱싱하면 경사스러운 일이 다가오고 있음을 알리는 것이요, 큼직한 물고기는 당신의 이상이 실현되고 있음을 알리는 것이고 작은 물고기는 일상의 행운을 나타내지만 꿈속의 물고기가 죽어 있다면 모두 반대의 의미가 되므로 매사 주의를 기울여야 합니다.
그물을 던져서 물고기를 잡는 꿈은 한꺼번에 많은 재물을 얻게 된다는 암시이며, 낚시질을 해서 물고기를 잡는 꿈은 지혜나 계략을 써서 돈을 벌게 된다는 암시가 있는 꿈입니다.
웅덩이 물을 퍼서 물고기를 잡는 꿈은 많은 재물을 여러번에 걸쳐 얻게 된다는 암시이며, 말라가는 저수지나 흙탕물에서 물고기를 잡는 꿈은 정당하지 못한 방법으로 재물을 모으게 된다는 암시가 있는 꿈입니다.
많은 조개를 잡는 꿈은 딸 태몽으로써 아기가 장차 많은 재물과 큰 사업을 일으킬 인재가 될 것이며, 조개에서 진주가 나온 꿈은 귀한 보물을 얻게 되거나 진리를 터득하게 되며 운수가 만사형통함을 암시하는 꿈이며, 물이 없는 곳이나 산에서 조개를 줍는 꿈은 어떤 재물을 얻게 되거나 학설에 관한 것을 수집하게 된다는 암시입니다.
우물이나 연못에 잉어를 넣는 꿈은 관직에 나가게 되거나 하는 일이 크게 번창하여 출세하게 된다는 암시이며, 물이 담긴 그릇에 잉어를 집어 넣는 꿈은 창작 작품이 많은 사람들에게 인정을 받아 명예를 얻게 된다는 암시이며, 폭포 위로 잉어가 뛰어오르는 꿈은 사업가는 사업이 번창하고 크게 성공하여 세상을 깜짝 놀라게 한다는 암시가 있는 꿈입니다.
어항에 있는 물이 마르거나 어항이 깨지는 꿈은 기대가 무산되고 사업이 파산되며 결혼새활이 깨지고 가족중에 아픈 사람이 있게 될 암시이니 온 신경을 다 기울여야 하며, 어항 속의 금붕어를 가만히 들여다 본 꿈은 예술작품으로 성공을 거두거나 많은 직원을 거느리는 직업인이 될 암시가 있는 꿈입니다.
물고기가 알을 낳는 꿈은 소원이 성취되며 재물이 늘어 풍족하게 될 암시이며, 물고기를 고르는 꿈은 어떠한 작품을 심사하거나 재물의 분배가 있게 될 암시이며, 물고기를 토막 내서 누구에겐가 주는 꿈은 사업자금을 나누어 받거나 생각지도 못했던 곳에서 돈을 얻게 될 암시가 있는 꿈입니다.
자신이 물고기가 되어 마음대로 헤엄치는 꿈은 시험에 합격하는 영광을 얻게 되거나 연구, 추리, 탐험 등을 암시하는 꿈이며, 생선장사에게 물고기를 사는 꿈은 임금, 수수료, 융자 등의돈이나 노력의 댓가를 받게 될 암시이며, 물고기가 지하실이나 방안에서 노는 꿈은 경제적으로 풍족한 사람이나 지도자가 될 사람이 태어날 태몽꿈입니다.
","dream_물고기",257
"거북이에 관한 꿈은 현재 당신의 마음이 초조해 있으니 급하게 서두르지 말고 자기 페이스 대로 행동해야 좋은 결과를 얻을 수 있고 성공을 거둘 수 있음을 충고해 주는 것이니 침착하고 착실한 생활을 하기 바랍니다.
거북이가 앞장서서 뱃길을 따라가는 꿈은 타인의 도움을 받아 하고 있는 일이 번창하게 된다는 암시이며 거북이 집에 들어간 꿈은 소원을 성취하고 부귀영화를 누리게 된다는 암시이며 거북이 등을 탄 꿈은 태몽으서 권력자가 되어 부귀영화와 장수를 누릴 자손을 얻게 되는 꿈입니다.
몰려 오는 상어떼를 본 꿈은 괴한들이 방해를 놓거나 여러 사람의 시비를 받게될 암시이며 상어에게 다리를 잘린 꿈은 가까운 곳에 있는 친한 사람을 잃게 될 암시가 있는 꿈입니다.
고래 등을 타고 달리는 꿈은 교통수단을 이용하게 되거나 어느 단체의 주도자가 될 암시이며 고래 떼가 몰려와서 배를 뒤엎은 꿈은 현재하고 있는 일이 위험에 처하거나 파산하게 된다는 암시의 꿈입니다.
뱃길을 고래가 앞장 선 꿈은 도움을 주는 사람이 있어 일이 쉽게 추진된다는 암시이며 고래 뱃 속으로 들어간 꿈은 진급이 되거나 많은 재물을 얻게 될 좋은 꿈입니다.
물개를 붙 잡는 꿈은 많은 재물이 생기고 물개가 가까이 다가 오는 꿈은 어느 단체에 가입하거나 반가운 사람을 만나게 될 암시이며 물에서 나온 물개를 도구로 쳐서 죽인 꿈은 어떤 사업체나 기관에서 장애물이 되는 것을 제거 해 준다는 암시이며 밖으로 나왔던 물개가 다시 물속으로 들어간 꿈은 광범위한 사회활동을 하다가 몇 번의 고비를 맞이하게 된다는 암시가 있는 꿈입니다.
악어떼를 차례로 한마리씩 쳐 죽이는 꿈은 풀리지 않던 일이 하나하나 해소되고 재물이 생기게 될 암시이며 인어를 붙잡아 온 꿈은 이색적인 직업을 갖게 될 딸아이를 낳게 될 태몽으로서 미술에 소질있고 인기와 명예를 크게 떨치게 될 것입니다.
오징어나 문어가 온 몸을 휘감고 있는 꿈은 육체적으로 이성이 절실히 필요함을 나타내는 외로움의 표시이며 펭귄이 한데 모여 있는 꿈은 단체 생활에 있어서 하고 싶은 말을 되도록 억제하고 주위사람에게 맞춰 행동하라는 암시가 있는 꿈이니 화합에 신경쓰시기 바랍니다.
","dream_바다동물",258
"곰에 관한 꿈은 운세 상승의 표시로써 모든 일에 안달하지 말고 느긋하게 행동하면 좋은 결과를 기대할 수 있습니다.
곰이 높은 곳으로 기어 오르는 꿈은 하고 있는 일이 순조롭게 풀려 성공을 거둘 수 있게 된다는 암시이며 죽은 곰의 쓸개를 구입한 꿈은 일이 잘 추진되어 세인의 이목을 한 몸에 받게 된다는 꿈입니다.
코끼리의 코에 감기거나 매달린 꿈은 여러 사람들에게 시달림을 받게 된다는 암시이며 코끼리가 움직이지 않아 채찍질을 해서 걷게 한 꿈은 어떤 일이 잘 풀리지 않아 여러 각도로 구상하여 풀게 된다는 암시이며 여자가 코끼리를 탄 꿈은 큰 부자가 아주 고귀한 사람을 만나거나 남에게 인정을 받게 될 암시가 있는 꿈입니다.
낙타를 타고 끝없는 사막을 걸었던 꿈은 추진하고자 하는 일이 난관에 부딪히게 될 암시이며, 낙타의 육봉에 관련된 꿈은 여러가지 특징을 가진 기업체나 작품을 접하게 될 암시가 있는 꿈입니다.
기린이 새싹을 뜯어 먹는 꿈은 사업, 취직 등이 순조롭게 이루어질 암시이며 기린의 목을 잘라 죽인 꿈 기쁜 소식을 듣게 되거나 어렵던 일이 성사 된다는 좋은 꿈입니다.
여우를 쫓아 가서 붙잡는 꿈은공공단체에서 인정을 받게 될 암시이며 여우를 죽이거나 꿈은 뜻하지 않은 재물이 생기게 될 암시이며 여우가 닭을 물어가는 꿈은 귀한 물건을 잃어 버리거나 꾀 많은 사람에게 피해를 당하게 될 암시가 있는 꿈입니다.
늑대가 사납게 노려 보는 꿈은 제 삼자에 의해서 심판을 받게 될 암시이며 가축을 늑대가 물어 죽이는 꿈은 뜻하지 않은 사람에 의해 일이 쉽게 풀리게 될 암시이며, 저녁에 늑대 울음 소리가 들리는 꿈은 가까운 시일내에 불길한 소식을 듣게 될 암시가 있는 꿈입니다.
사슴 뿔을 구하는 꿈은 재물, 학설등을 얻게 되고 자신이 좋은 평가를 받게 될 암시이며 깊은 산속에서 사슴을 잡는 꿈은 공공단체나 큰 기업체에 가입하게 될 암시가 있는 꿈입니다.
여러 사람과 함께 사슴을 쫓아가서 자신이 잡는 꿈은 단체 행동을 통해서 자신의 실력을 인정 받게 될 암시이며 사슴은 죽이는 꿈은 자기의 오랜 숙원이 이루어져 소원을 성취하게 된다는좋은 꿈입니다.
","dream_야생동물",259
"꽃에 관한 꿈은 특히 연애, 애정운이 강조되는 꿈으로써 일반적으로 경사스러운 일, 영광, 명예 등 운수가 상승되고 있음을 간접적으로 표현해 주기도하며 싱싱하고 아름답게 피어있는 꽃은 성장, 발전을 알리는 기쁜 꿈이지만 시들거나 죽은 꽃은 불리함을 알리는 슬픈 꿈이니 참고하시기 바랍니다.
집 마당에 꽃이 만발한 꿈은 자신이나 가정에 좋은 일이 겹쳐 경사스럽게 될 암시이며, 온통 꽃 천지인 길을 걷는 꿈은 어떤 일에 대한 좋은 성과가 기대되며 자신에게 큰 도움이 되고 이익이 되는 일이 생기게 되는 좋은 꿈입니다.
꽃 향기를 맡은 꿈은 자신을 남에게 과시하게 되거나 그리운 사람을 만나게 될 암시가 있는 꿈이며, 만발한 꽃을 한꺼번에 잔뜩 꺾어 놓은 꿈은 무엇인가를 잔뜩 수집하게 될 일이 생기거나 진행하고 있는 일에 대한 성과나 업적이 크게 나타나게 되는 꿈이라고 할 수 있겠습니다.
예식장이 온통 화환으로 장식된 꿈은 공공단체나 어느 집단에서 자신의실력과 성실함을 인정받게 되어 자기의 신분이 상승하게 됨을 암시하는 꿈이며 꽃 속에 자기가 파묻혀 있는 꿈은 좋은 사람을 만나게 되거나 행복한 결혼 생활을 하게 된다는 암시가 있는 꿈이며 들판에 꽃이 만발한 것을 본 꿈은 어떤 기관이나 사업장 등에서 자신의 실력을 인정받게 되는 좋은 꿈입니다.
꽃이 시든 것을 본 꿈은 생명의 단절, 질병의 예고, 사업의 실패 등을 암시하는 불길한 꿈이므로 모든 일에 신경을 쓰고 매사에 조심스럽게 행동해야 화를 면할 수 있으며, 꽃 나무에 꽃이 모두 떨어진 꿈은 자기가 속한 단체나 사업체가 큰 위기를 겪게 됨을 암시하는 꿈이므로 이런 꿈을 꾸었을 때는 특별히 신경을 써야 합니다.
고목나무에 꽃이 만발하게 핀 꿈은 자손이 크게 번창하며 경사스런 일이 나타날 징조이며, 고목나무에 핀 꽃 한송이를 얻은 꿈은 남의 사업을 인수 받아 그것을 발판으로 크게 성공하게 된다는 좋은 꿈입니다.
꽃 나무를 뿌리채 캐낸 꿈은 계약이 체결되고 투자가 이루어지게 되는 꿈이며 영적인 존재가 꽃 다발을 안겨 준 꿈은 어떤 기관에서 자기의 실력을 인정해 좋은 대우를 받게 되거나 미혼자는 혼인이 성사되는 좋은 꿈이며 꽃을 보거나 꺾은 장소가 유난히 돋보였던 꿈은 사회적으로 이름을 떨칠 훌륭한 자손을 얻게 되는 태몽입니다.
","dream_꽃",260
"일반적으로 나무에 관계 되는 꿈 특히 고목이나 큰 나무에 관한 꿈은 그다지 썩 좋은 의미는 없으며 가정이나 경제기반이 흔들려 붕괴 위기에 처해 있음을 암시하는 경우가 많으니 지금이야 말로 가족간의 협력과 유대 관계가 절실히 필요한 시기임을 깨달아 가정의 화목과 평화에 주력하시기 바랍니다.
그러나 소나무나 전나무와 같은 늘 푸른 나무는 금전운이나 사업운이 힘차게 상승하고 있음을 나타내기도 합니다.
큰 나무가 광야에 홀로 서 있는 것을 본 꿈은 자신이 외롭고 고독함을 나타내는 것이며 이 나무에 올라간 꿈은 남에게 좋지 않은 구설을 듣게 될 꿈이며, 나무에 올라가는데 갑자기 부러지든가 떨어지는 꿈은 자신이 사고를 만나 부상을 당하게 되든가 생명이 위험하게 될 암시이며, 고목나무가 부러진 것을 본 꿈은 주도권을 쥐고 있던 사람이 화를 만나 몸을 다치게 되든가 세상을 하직하게 되는 불길한 꿈입니다.
큰 나무가 지붕위에 난 꿈은 부모에게 우환이 있게 됨을 암시하는 불길한 꿈이며, 단풍나무가 지붕위에서 자라는 꿈은 자신이 소원하는 일이 잘 이루어지고 모든 일이 쉽게 성사되는 좋은 꿈입니다.

산이나 들에서 나무를 잘라 가지고 집에 오는 꿈은 좋은 사람을 만나게 되거나 재물을 얻게 되는 꿈이며, 타인이 자기 집에 낙엽을 한 짐 ?W어지고 온 꿈은 자기에게 자본을 댈 자본주가 나타나 사업을 성공으로 이끌고 많은 재물을 벌게 된다는 좋은 꿈입니다.
나무위에 사람이 올라가 있는 꿈은 어떤 기관이나 단체에서 자기의 사업이나 작품에 대해 상의할 일이 있음을 통보해 올 암시가 있는 꿈이며, 큰 고목 위를 자연스럽게 걷는 꿈은 현재하고 있는 사업이 순조롭게 진행된다는 꿈입니다.
나뭇가지가 부러진 꿈은 건강상 문제점이 발생되고, 믿었던 사람에게 배신을 당하게 될 암시가 있는 꿈이며, 큰 나무가 뿌리채 뽑혀 있는 꿈은 어떤 기관이나 직장에서 은퇴하게 되거나 사업에 큰 위기가 닥쳐 어려움을 겪게 될 암시가 있는 꿈이며, 죽은 나무가 되 살아나는 꿈은 타격을 받았던 일이 다시 활기를 되찾아 성공을 이루게 된다는 좋은 꿈입니다.
꿈속에 소나무, 대나무가 많이 자라있는 꿈은 집안에 경사가 나타나고 자손이 더욱 번찬하게 된다는 좋은 꿈이며, 뜰에 서있는 나무가 앙상하게 잎이 떨어진 꿈은 부모 형제나 가족들에게 좋지 않은 일이 생겨 근심하게 될 암시가 있는 불길한 꿈입니다.
","dream_나무",261
